speaker,noise_type,snr_label,snr_db,noisy_stoi,noisy_pesq,noisy_sisdr,mmse_stoi,mmse_pesq,mmse_sisdr,wav_stoi,wav_pesq,wav_sisdr
sp18,exhibition,0dB,0,0.6859412497736382,1.0844734907150269,-0.5342317819595337,0.6438907836819986,1.080951452255249,0.701542854309082,0.6895540288785111,1.0780940055847168,-0.28005778789520264
sp19,exhibition,0dB,0,0.7399900282119042,1.1148245334625244,-0.8400010466575623,0.696999427986976,1.1056358814239502,-0.16234198212623596,0.7431054077342981,1.111273169517517,-0.5677511692047119
sp20,exhibition,0dB,0,0.8064926181231952,1.1557530164718628,-0.4784729480743408,0.7737043791298397,1.154443383216858,-0.5002734661102295,0.8053629316386597,1.1449384689331055,-0.2527824342250824
sp21,exhibition,0dB,0,0.6718569311621257,1.3155882358551025,-0.5105698108673096,0.6207524042846763,1.2696250677108765,3.441194534301758,0.682113776085295,1.258573293685913,0.3403741121292114
sp22,exhibition,0dB,0,0.6346678896509321,1.1058824062347412,-0.47810879349708557,0.6152802336370697,1.0728437900543213,0.8405821919441223,0.6373985427153401,1.0975346565246582,-0.09332910180091858
sp23,exhibition,0dB,0,0.7040414399544235,1.185610294342041,-0.6104971170425415,0.667957513289055,1.0729165077209473,-0.305611252784729,0.7090037934881974,1.1696614027023315,-0.24917589128017426
sp24,exhibition,0dB,0,0.6226418731124044,1.2048475742340088,-0.47302618622779846,0.580076371047213,1.0999661684036255,0.5628591179847717,0.6239645805730589,1.1722105741500854,-0.020019423216581345
sp25,exhibition,0dB,0,0.6602855405864058,1.1917403936386108,-0.20048953592777252,0.6076197406357411,1.1310890913009644,0.5688127279281616,0.6672042136934341,1.1573116779327393,0.5082321763038635
sp26,exhibition,0dB,0,0.7607319082659273,1.1283793449401855,-0.4423680603504181,0.738427568185025,1.1122108697891235,0.41310226917266846,0.7641323518836769,1.121214747428894,-0.19204163551330566
sp27,exhibition,0dB,0,0.7679812456141516,1.1675450801849365,-0.3338029384613037,0.691034433457981,1.1536142826080322,0.37258055806159973,0.7755162168400029,1.1552371978759766,-0.04980093985795975
sp28,exhibition,0dB,0,0.7758812715112862,1.113258719444275,-0.4619162678718567,0.7055682197200903,1.106000304222107,0.6717392206192017,0.7821011925003104,1.103118896484375,-0.1205323338508606
sp29,exhibition,0dB,0,0.8318523669234352,1.1392385959625244,-0.4231896996498108,0.7950634154810956,1.1093387603759766,-0.25074511766433716,0.8410156377507902,1.1272581815719604,-0.19374409317970276
sp30,exhibition,0dB,0,0.6610846577078897,1.1436628103256226,-0.4085523188114166,0.6174071375979168,1.127112865447998,0.04260264337062836,0.669333618198416,1.130176305770874,0.01010188926011324
sp01,exhibition,10dB,10,0.8466857675260022,1.3425873517990112,9.361654281616211,0.819554225576704,1.4034104347229004,11.028218269348145,0.8546090771728426,1.331709861755371,10.042814254760742
sp02,exhibition,10dB,10,0.914985724086723,1.5987322330474854,9.30876636505127,0.8971328343542807,1.5039620399475098,9.587165832519531,0.918445729824235,1.5429798364639282,9.658973693847656
sp03,exhibition,10dB,10,0.8330050237986137,1.2536276578903198,9.47574234008789,0.8035627132199866,1.3461663722991943,9.96829605102539,0.8353171335519408,1.2417974472045898,9.806934356689453
sp04,exhibition,10dB,10,0.9359797997975534,1.5721867084503174,9.497100830078125,0.9202596782686532,1.5740811824798584,10.18077278137207,0.9382207954986221,1.551664113998413,9.589068412780762
sp05,exhibition,10dB,10,0.9196088372517117,1.3526945114135742,9.312068939208984,0.8654062336448568,1.376796841621399,9.720057487487793,0.9231802517373751,1.3283841609954834,9.513422012329102
sp06,exhibition,10dB,10,0.91338136694405,1.4204498529434204,9.210938453674316,0.8986138049742053,1.6729981899261475,10.224580764770508,0.917847798915803,1.4042167663574219,9.727020263671875
sp07,exhibition,10dB,10,0.9162890092509262,1.4644992351531982,9.536633491516113,0.901283475796396,1.5326429605484009,10.10646915435791,0.9192402808106452,1.4346234798431396,9.923160552978516
sp08,exhibition,10dB,10,0.9091558836344833,1.4835753440856934,9.370895385742188,0.8893115303017866,1.5194745063781738,10.901093482971191,0.9137513421387901,1.4807498455047607,9.913382530212402
sp09,exhibition,10dB,10,0.8714176066183452,1.2766987085342407,9.617420196533203,0.8408141416176408,1.4857940673828125,9.918078422546387,0.886373187764885,1.2754623889923096,10.20268440246582
sp10,exhibition,10dB,10,0.9412228164140051,1.5000555515289307,9.331903457641602,0.9121535133044665,1.6315059661865234,9.334741592407227,0.9421134806718825,1.4804084300994873,9.74201774597168
sp11,exhibition,10dB,10,0.8738484134213607,1.2958014011383057,9.371265411376953,0.8374781295681659,1.4033606052398682,10.39777660369873,0.881713562202046,1.2927849292755127,10.024065971374512
sp12,exhibition,10dB,10,0.9385422920345851,1.4227811098098755,9.723660469055176,0.9256689660564612,1.4289813041687012,10.185844421386719,0.9435402419352131,1.4009140729904175,10.128545761108398
sp13,exhibition,10dB,10,0.8880502149132079,1.6213446855545044,8.956257820129395,0.8836137976824973,1.6161279678344727,9.8388090133667,0.8949732037730366,1.5705606937408447,9.392894744873047
sp14,exhibition,10dB,10,0.8606589611991634,1.3479909896850586,9.625648498535156,0.8361099853074677,1.5856531858444214,10.78057861328125,0.8660651519947227,1.3525373935699463,10.309146881103516
sp15,exhibition,10dB,10,0.9140960502223718,1.3373160362243652,9.666062355041504,0.8897957830246721,1.4657368659973145,10.9774169921875,0.9186154873703792,1.3380382061004639,10.195356369018555
sp16,exhibition,10dB,10,0.9413186381348424,1.3902138471603394,8.891646385192871,0.9222422139757965,1.455369472503662,10.335436820983887,0.9414814217710875,1.3802443742752075,9.227794647216797
sp17,exhibition,10dB,10,0.927973129012932,1.3879082202911377,9.531325340270996,0.9092873269551662,1.4567146301269531,10.017141342163086,0.9301690889972647,1.355808138847351,9.777521133422852
sp18,exhibition,10dB,10,0.9182864402484595,1.3036941289901733,9.598752975463867,0.901111455912495,1.347601294517517,10.078651428222656,0.9209239100260658,1.2828537225723267,9.943635940551758
sp19,exhibition,10dB,10,0.8617707942086885,1.2318623065948486,9.235918998718262,0.8372947498490686,1.2740371227264404,10.106176376342773,0.8642748655519983,1.2249743938446045,9.770645141601562
sp20,exhibition,10dB,10,0.9465246607368959,1.5705482959747314,9.552498817443848,0.9179183340381216,1.5415042638778687,10.5525541305542,0.9464137250326605,1.5545753240585327,9.994072914123535
sp21,exhibition,10dB,10,0.8971459443084334,1.7488709688186646,9.328459739685059,0.8803406562538779,1.7872521877288818,10.764270782470703,0.9004309144568625,1.6656584739685059,10.053080558776855
sp22,exhibition,10dB,10,0.8403581975901062,1.315505862236023,9.505995750427246,0.8237718515340107,1.420919418334961,10.687542915344238,0.843888993516487,1.3098819255828857,10.07590103149414
sp23,exhibition,10dB,10,0.9167277342562556,1.5386114120483398,9.25687026977539,0.908017916460557,1.5598938465118408,10.444173812866211,0.9199124530869475,1.5062707662582397,9.679972648620605
sp24,exhibition,10dB,10,0.792820244264507,1.4524626731872559,9.591334342956543,0.7827161084665025,1.6866158246994019,11.889758110046387,0.8122300548529547,1.411583423614502,10.4326810836792
